ANO;SIGLA DA UNIDADE DA FEDERACAO;NOME DA UNIDADE DA FEDERACAO;CODIGO DO MUNICIPIO;NOME DO MUNICIPIO;"PRODUTO INTERNO BRUTO, 
A PRECOS CORRENTES
(R$ 1.000)"
2020;RN;RIO GRANDE DO NORTE;2402105;CAMPO REDONDO; 98.340 
2021;RN;RIO GRANDE DO NORTE;2402105;CAMPO REDONDO; 106.968 
2010;RN;RIO GRANDE DO NORTE;2402204;CANGUARETAMA; 234.467 
2011;RN;RIO GRANDE DO NORTE;2402204;CANGUARETAMA; 260.417 
2012;RN;RIO GRANDE DO NORTE;2402204;CANGUARETAMA; 318.971 
2013;RN;RIO GRANDE DO NORTE;2402204;CANGUARETAMA; 358.161 
2014;RN;RIO GRANDE DO NORTE;2402204;CANGUARETAMA; 365.938 
2015;RN;RIO GRANDE DO NORTE;2402204;CANGUARETAMA; 418.688 
2016;RN;RIO GRANDE DO NORTE;2402204;CANGUARETAMA; 408.706 
2017;RN;RIO GRANDE DO NORTE;2402204;CANGUARETAMA; 478.722 
2018;RN;RIO GRANDE DO NORTE;2402204;CANGUARETAMA; 550.759 
2019;RN;RIO GRANDE DO NORTE;2402204;CANGUARETAMA; 578.376 
2020;RN;RIO GRANDE DO NORTE;2402204;CANGUARETAMA; 597.286 
2021;RN;RIO GRANDE DO NORTE;2402204;CANGUARETAMA; 605.678 
2010;RN;RIO GRANDE DO NORTE;2402303;CARAUBAS; 195.639 
2011;RN;RIO GRANDE DO NORTE;2402303;CARAUBAS; 286.941 
2012;RN;RIO GRANDE DO NORTE;2402303;CARAUBAS; 334.254 
2013;RN;RIO GRANDE DO NORTE;2402303;CARAUBAS; 343.642 
2014;RN;RIO GRANDE DO NORTE;2402303;CARAUBAS; 296.263 
2015;RN;RIO GRANDE DO NORTE;2402303;CARAUBAS; 271.748 
2016;RN;RIO GRANDE DO NORTE;2402303;CARAUBAS; 242.807 
2017;RN;RIO GRANDE DO NORTE;2402303;CARAUBAS; 304.021 
2018;RN;RIO GRANDE DO NORTE;2402303;CARAUBAS; 293.511 
2019;RN;RIO GRANDE DO NORTE;2402303;CARAUBAS; 314.828 
2020;RN;RIO GRANDE DO NORTE;2402303;CARAUBAS; 321.061 
2021;RN;RIO GRANDE DO NORTE;2402303;CARAUBAS; 373.661 
2010;RN;RIO GRANDE DO NORTE;2402402;CARNAUBA DOS DANTAS; 46.772 
2011;RN;RIO GRANDE DO NORTE;2402402;CARNAUBA DOS DANTAS; 53.647 
2012;RN;RIO GRANDE DO NORTE;2402402;CARNAUBA DOS DANTAS; 58.614 
2013;RN;RIO GRANDE DO NORTE;2402402;CARNAUBA DOS DANTAS; 64.566 
2014;RN;RIO GRANDE DO NORTE;2402402;CARNAUBA DOS DANTAS; 70.780 
2015;RN;RIO GRANDE DO NORTE;2402402;CARNAUBA DOS DANTAS; 76.561 
2016;RN;RIO GRANDE DO NORTE;2402402;CARNAUBA DOS DANTAS; 77.561 
2017;RN;RIO GRANDE DO NORTE;2402402;CARNAUBA DOS DANTAS; 80.776 
2018;RN;RIO GRANDE DO NORTE;2402402;CARNAUBA DOS DANTAS; 95.111 
2019;RN;RIO GRANDE DO NORTE;2402402;CARNAUBA DOS DANTAS; 105.222 
2020;RN;RIO GRANDE DO NORTE;2402402;CARNAUBA DOS DANTAS; 110.989 
2021;RN;RIO GRANDE DO NORTE;2402402;CARNAUBA DOS DANTAS; 118.373 
2010;RN;RIO GRANDE DO NORTE;2402501;CARNAUBAIS; 85.202 
2011;RN;RIO GRANDE DO NORTE;2402501;CARNAUBAIS; 184.708 
2012;RN;RIO GRANDE DO NORTE;2402501;CARNAUBAIS; 229.498 
2013;RN;RIO GRANDE DO NORTE;2402501;CARNAUBAIS; 192.098 
2014;RN;RIO GRANDE DO NORTE;2402501;CARNAUBAIS; 207.508 
2015;RN;RIO GRANDE DO NORTE;2402501;CARNAUBAIS; 150.297 
2016;RN;RIO GRANDE DO NORTE;2402501;CARNAUBAIS; 100.150 
2017;RN;RIO GRANDE DO NORTE;2402501;CARNAUBAIS; 119.906 
2018;RN;RIO GRANDE DO NORTE;2402501;CARNAUBAIS; 169.861 
2019;RN;RIO GRANDE DO NORTE;2402501;CARNAUBAIS; 181.406 
2020;RN;RIO GRANDE DO NORTE;2402501;CARNAUBAIS; 161.004 
2021;RN;RIO GRANDE DO NORTE;2402501;CARNAUBAIS; 210.950 
2010;RN;RIO GRANDE DO NORTE;2402600;CEARA-MIRIM; 473.140 
2011;RN;RIO GRANDE DO NORTE;2402600;CEARA-MIRIM; 485.246 
2012;RN;RIO GRANDE DO NORTE;2402600;CEARA-MIRIM; 578.965 
2013;RN;RIO GRANDE DO NORTE;2402600;CEARA-MIRIM; 663.989 
2014;RN;RIO GRANDE DO NORTE;2402600;CEARA-MIRIM; 701.637 
2015;RN;RIO GRANDE DO NORTE;2402600;CEARA-MIRIM; 738.018 
2016;RN;RIO GRANDE DO NORTE;2402600;CEARA-MIRIM; 784.614 
2017;RN;RIO GRANDE DO NORTE;2402600;CEARA-MIRIM; 808.680 
2018;RN;RIO GRANDE DO NORTE;2402600;CEARA-MIRIM; 864.705 
2019;RN;RIO GRANDE DO NORTE;2402600;CEARA-MIRIM; 903.775 
2020;RN;RIO GRANDE DO NORTE;2402600;CEARA-MIRIM; 956.379 
2021;RN;RIO GRANDE DO NORTE;2402600;CEARA-MIRIM; 1.002.205 
2010;RN;RIO GRANDE DO NORTE;2402709;CERRO CORA; 57.017 
2011;RN;RIO GRANDE DO NORTE;2402709;CERRO CORA; 64.831 
2012;RN;RIO GRANDE DO NORTE;2402709;CERRO CORA; 74.325 
2013;RN;RIO GRANDE DO NORTE;2402709;CERRO CORA; 82.163 
2014;RN;RIO GRANDE DO NORTE;2402709;CERRO CORA; 83.105 
2015;RN;RIO GRANDE DO NORTE;2402709;CERRO CORA; 100.412 
2016;RN;RIO GRANDE DO NORTE;2402709;CERRO CORA; 107.434 
2017;RN;RIO GRANDE DO NORTE;2402709;CERRO CORA; 144.438 
2018;RN;RIO GRANDE DO NORTE;2402709;CERRO CORA; 125.193 
2019;RN;RIO GRANDE DO NORTE;2402709;CERRO CORA; 123.552 
2020;RN;RIO GRANDE DO NORTE;2402709;CERRO CORA; 124.224 
2021;RN;RIO GRANDE DO NORTE;2402709;CERRO CORA; 140.412 
2010;RN;RIO GRANDE DO NORTE;2402808;CORONEL EZEQUIEL; 24.794 
2011;RN;RIO GRANDE DO NORTE;2402808;CORONEL EZEQUIEL; 26.939 
2012;RN;RIO GRANDE DO NORTE;2402808;CORONEL EZEQUIEL; 28.565 
2013;RN;RIO GRANDE DO NORTE;2402808;CORONEL EZEQUIEL; 33.655 
2014;RN;RIO GRANDE DO NORTE;2402808;CORONEL EZEQUIEL; 35.074 
2015;RN;RIO GRANDE DO NORTE;2402808;CORONEL EZEQUIEL; 41.596 
2016;RN;RIO GRANDE DO NORTE;2402808;CORONEL EZEQUIEL; 41.142 
2017;RN;RIO GRANDE DO NORTE;2402808;CORONEL EZEQUIEL; 42.805 
2018;RN;RIO GRANDE DO NORTE;2402808;CORONEL EZEQUIEL; 44.685 
2019;RN;RIO GRANDE DO NORTE;2402808;CORONEL EZEQUIEL; 46.723 
2020;RN;RIO GRANDE DO NORTE;2402808;CORONEL EZEQUIEL; 49.987 
2021;RN;RIO GRANDE DO NORTE;2402808;CORONEL EZEQUIEL; 52.507 
2010;RN;RIO GRANDE DO NORTE;2402907;CORONEL JOAO PESSOA; 23.494 
2011;RN;RIO GRANDE DO NORTE;2402907;CORONEL JOAO PESSOA; 26.042 
2012;RN;RIO GRANDE DO NORTE;2402907;CORONEL JOAO PESSOA; 28.425 
2013;RN;RIO GRANDE DO NORTE;2402907;CORONEL JOAO PESSOA; 30.935 
2014;RN;RIO GRANDE DO NORTE;2402907;CORONEL JOAO PESSOA; 33.280 
2015;RN;RIO GRANDE DO NORTE;2402907;CORONEL JOAO PESSOA; 35.880 
2016;RN;RIO GRANDE DO NORTE;2402907;CORONEL JOAO PESSOA; 37.256 
2017;RN;RIO GRANDE DO NORTE;2402907;CORONEL JOAO PESSOA; 40.150 
2018;RN;RIO GRANDE DO NORTE;2402907;CORONEL JOAO PESSOA; 43.640 
2019;RN;RIO GRANDE DO NORTE;2402907;CORONEL JOAO PESSOA; 42.960 
2020;RN;RIO GRANDE DO NORTE;2402907;CORONEL JOAO PESSOA; 44.554 
2021;RN;RIO GRANDE DO NORTE;2402907;CORONEL JOAO PESSOA; 48.167 
2010;RN;RIO GRANDE DO NORTE;2403004;CRUZETA; 46.088 
2011;RN;RIO GRANDE DO NORTE;2403004;CRUZETA; 67.988 
2012;RN;RIO GRANDE DO NORTE;2403004;CRUZETA; 75.759 
2013;RN;RIO GRANDE DO NORTE;2403004;CRUZETA; 73.886 
2014;RN;RIO GRANDE DO NORTE;2403004;CRUZETA; 444.758 
2015;RN;RIO GRANDE DO NORTE;2403004;CRUZETA; 88.400 
2016;RN;RIO GRANDE DO NORTE;2403004;CRUZETA; 88.642 
2017;RN;RIO GRANDE DO NORTE;2403004;CRUZETA; 96.955 
2018;RN;RIO GRANDE DO NORTE;2403004;CRUZETA; 103.647 
2019;RN;RIO GRANDE DO NORTE;2403004;CRUZETA; 111.036 
2020;RN;RIO GRANDE DO NORTE;2403004;CRUZETA; 113.748 
2021;RN;RIO GRANDE DO NORTE;2403004;CRUZETA; 123.142 
2010;RN;RIO GRANDE DO NORTE;2403103;CURRAIS NOVOS; 380.268 
2011;RN;RIO GRANDE DO NORTE;2403103;CURRAIS NOVOS; 457.197 
2012;RN;RIO GRANDE DO NORTE;2403103;CURRAIS NOVOS; 526.835 
2013;RN;RIO GRANDE DO NORTE;2403103;CURRAIS NOVOS; 586.499 
2014;RN;RIO GRANDE DO NORTE;2403103;CURRAIS NOVOS; 570.962 
2015;RN;RIO GRANDE DO NORTE;2403103;CURRAIS NOVOS; 622.689 
2016;RN;RIO GRANDE DO NORTE;2403103;CURRAIS NOVOS; 630.185 
2017;RN;RIO GRANDE DO NORTE;2403103;CURRAIS NOVOS; 721.961 
2018;RN;RIO GRANDE DO NORTE;2403103;CURRAIS NOVOS; 699.725 
2019;RN;RIO GRANDE DO NORTE;2403103;CURRAIS NOVOS; 745.132 
2020;RN;RIO GRANDE DO NORTE;2403103;CURRAIS NOVOS; 752.944 
2021;RN;RIO GRANDE DO NORTE;2403103;CURRAIS NOVOS; 804.231 
2010;RN;RIO GRANDE DO NORTE;2403202;DOUTOR SEVERIANO; 27.773 
2011;RN;RIO GRANDE DO NORTE;2403202;DOUTOR SEVERIANO; 32.879 
2012;RN;RIO GRANDE DO NORTE;2403202;DOUTOR SEVERIANO; 36.974 
2013;RN;RIO GRANDE DO NORTE;2403202;DOUTOR SEVERIANO; 42.511 
2014;RN;RIO GRANDE DO NORTE;2403202;DOUTOR SEVERIANO; 45.955 
2015;RN;RIO GRANDE DO NORTE;2403202;DOUTOR SEVERIANO; 48.130 
2016;RN;RIO GRANDE DO NORTE;2403202;DOUTOR SEVERIANO; 50.435 
2017;RN;RIO GRANDE DO NORTE;2403202;DOUTOR SEVERIANO; 53.849 
2018;RN;RIO GRANDE DO NORTE;2403202;DOUTOR SEVERIANO; 62.301 
2019;RN;RIO GRANDE DO NORTE;2403202;DOUTOR SEVERIANO; 69.507 
2020;RN;RIO GRANDE DO NORTE;2403202;DOUTOR SEVERIANO; 72.244 
2021;RN;RIO GRANDE DO NORTE;2403202;DOUTOR SEVERIANO; 78.557 
2010;RN;RIO GRANDE DO NORTE;2403301;ENCANTO; 20.875 
2011;RN;RIO GRANDE DO NORTE;2403301;ENCANTO; 24.722 
2012;RN;RIO GRANDE DO NORTE;2403301;ENCANTO; 26.539 
2013;RN;RIO GRANDE DO NORTE;2403301;ENCANTO; 31.374 
2014;RN;RIO GRANDE DO NORTE;2403301;ENCANTO; 34.372 
2015;RN;RIO GRANDE DO NORTE;2403301;ENCANTO; 36.805 
2016;RN;RIO GRANDE DO NORTE;2403301;ENCANTO; 40.780 
2017;RN;RIO GRANDE DO NORTE;2403301;ENCANTO; 42.127 
2018;RN;RIO GRANDE DO NORTE;2403301;ENCANTO; 46.847 
2019;RN;RIO GRANDE DO NORTE;2403301;ENCANTO; 53.557 
2020;RN;RIO GRANDE DO NORTE;2403301;ENCANTO; 54.971 
2021;RN;RIO GRANDE DO NORTE;2403301;ENCANTO; 62.293 
2010;RN;RIO GRANDE DO NORTE;2403400;EQUADOR; 34.242 
2011;RN;RIO GRANDE DO NORTE;2403400;EQUADOR; 45.213 
2012;RN;RIO GRANDE DO NORTE;2403400;EQUADOR; 45.809 
2013;RN;RIO GRANDE DO NORTE;2403400;EQUADOR; 46.063 
2014;RN;RIO GRANDE DO NORTE;2403400;EQUADOR; 45.692 
2015;RN;RIO GRANDE DO NORTE;2403400;EQUADOR; 62.697 
2016;RN;RIO GRANDE DO NORTE;2403400;EQUADOR; 64.110 
2017;RN;RIO GRANDE DO NORTE;2403400;EQUADOR; 64.753 
2018;RN;RIO GRANDE DO NORTE;2403400;EQUADOR; 68.443 
2019;RN;RIO GRANDE DO NORTE;2403400;EQUADOR; 70.092 
2020;RN;RIO GRANDE DO NORTE;2403400;EQUADOR; 70.872 
2021;RN;RIO GRANDE DO NORTE;2403400;EQUADOR; 81.977 
2010;RN;RIO GRANDE DO NORTE;2403509;ESPIRITO SANTO; 39.793 
2011;RN;RIO GRANDE DO NORTE;2403509;ESPIRITO SANTO; 44.107 
2012;RN;RIO GRANDE DO NORTE;2403509;ESPIRITO SANTO; 46.274 
2013;RN;RIO GRANDE DO NORTE;2403509;ESPIRITO SANTO; 52.162 
2014;RN;RIO GRANDE DO NORTE;2403509;ESPIRITO SANTO; 55.387 
2015;RN;RIO GRANDE DO NORTE;2403509;ESPIRITO SANTO; 62.468 
2016;RN;RIO GRANDE DO NORTE;2403509;ESPIRITO SANTO; 66.520 
2017;RN;RIO GRANDE DO NORTE;2403509;ESPIRITO SANTO; 72.127 
2018;RN;RIO GRANDE DO NORTE;2403509;ESPIRITO SANTO; 81.429 
2019;RN;RIO GRANDE DO NORTE;2403509;ESPIRITO SANTO; 87.619 
2020;RN;RIO GRANDE DO NORTE;2403509;ESPIRITO SANTO; 90.209 
2021;RN;RIO GRANDE DO NORTE;2403509;ESPIRITO SANTO; 97.586 
2010;RN;RIO GRANDE DO NORTE;2403608;EXTREMOZ; 161.295 
2011;RN;RIO GRANDE DO NORTE;2403608;EXTREMOZ; 187.857 
2012;RN;RIO GRANDE DO NORTE;2403608;EXTREMOZ; 212.643 
2013;RN;RIO GRANDE DO NORTE;2403608;EXTREMOZ; 247.013 
2014;RN;RIO GRANDE DO NORTE;2403608;EXTREMOZ; 263.242 
2015;RN;RIO GRANDE DO NORTE;2403608;EXTREMOZ; 306.875 
2016;RN;RIO GRANDE DO NORTE;2403608;EXTREMOZ; 355.123 
2017;RN;RIO GRANDE DO NORTE;2403608;EXTREMOZ; 387.253 
2018;RN;RIO GRANDE DO NORTE;2403608;EXTREMOZ; 416.801 
2019;RN;RIO GRANDE DO NORTE;2403608;EXTREMOZ; 501.321 
2020;RN;RIO GRANDE DO NORTE;2403608;EXTREMOZ; 545.180 
2021;RN;RIO GRANDE DO NORTE;2403608;EXTREMOZ; 570.425 
2010;RN;RIO GRANDE DO NORTE;2403707;FELIPE GUERRA; 73.139 
2011;RN;RIO GRANDE DO NORTE;2403707;FELIPE GUERRA; 88.075 
2012;RN;RIO GRANDE DO NORTE;2403707;FELIPE GUERRA; 114.941 
2013;RN;RIO GRANDE DO NORTE;2403707;FELIPE GUERRA; 120.935 
2014;RN;RIO GRANDE DO NORTE;2403707;FELIPE GUERRA; 111.136 
2015;RN;RIO GRANDE DO NORTE;2403707;FELIPE GUERRA; 83.963 
2016;RN;RIO GRANDE DO NORTE;2403707;FELIPE GUERRA; 67.376 
2017;RN;RIO GRANDE DO NORTE;2403707;FELIPE GUERRA; 76.307 
2018;RN;RIO GRANDE DO NORTE;2403707;FELIPE GUERRA; 97.009 
2019;RN;RIO GRANDE DO NORTE;2403707;FELIPE GUERRA; 101.376 
2020;RN;RIO GRANDE DO NORTE;2403707;FELIPE GUERRA; 99.821 
2021;RN;RIO GRANDE DO NORTE;2403707;FELIPE GUERRA; 173.827 
2010;RN;RIO GRANDE DO NORTE;2403756;FERNANDO PEDROZA; 13.675 
2011;RN;RIO GRANDE DO NORTE;2403756;FERNANDO PEDROZA; 15.785 
2012;RN;RIO GRANDE DO NORTE;2403756;FERNANDO PEDROZA; 18.421 
2013;RN;RIO GRANDE DO NORTE;2403756;FERNANDO PEDROZA; 22.658 
2014;RN;RIO GRANDE DO NORTE;2403756;FERNANDO PEDROZA; 23.042 
2015;RN;RIO GRANDE DO NORTE;2403756;FERNANDO PEDROZA; 24.413 
2016;RN;RIO GRANDE DO NORTE;2403756;FERNANDO PEDROZA; 26.017 
2017;RN;RIO GRANDE DO NORTE;2403756;FERNANDO PEDROZA; 31.964 
2018;RN;RIO GRANDE DO NORTE;2403756;FERNANDO PEDROZA; 31.578 
2019;RN;RIO GRANDE DO NORTE;2403756;FERNANDO PEDROZA; 34.642 
2020;RN;RIO GRANDE DO NORTE;2403756;FERNANDO PEDROZA; 36.890 
2021;RN;RIO GRANDE DO NORTE;2403756;FERNANDO PEDROZA; 39.070 
2010;RN;RIO GRANDE DO NORTE;2403806;FLORANIA; 40.485 
2011;RN;RIO GRANDE DO NORTE;2403806;FLORANIA; 51.101 
2012;RN;RIO GRANDE DO NORTE;2403806;FLORANIA; 58.524 
2013;RN;RIO GRANDE DO NORTE;2403806;FLORANIA; 63.314 
2014;RN;RIO GRANDE DO NORTE;2403806;FLORANIA; 73.850 
2015;RN;RIO GRANDE DO NORTE;2403806;FLORANIA; 82.181 
2016;RN;RIO GRANDE DO NORTE;2403806;FLORANIA; 82.183 
2017;RN;RIO GRANDE DO NORTE;2403806;FLORANIA; 81.113 
2018;RN;RIO GRANDE DO NORTE;2403806;FLORANIA; 94.051 
2019;RN;RIO GRANDE DO NORTE;2403806;FLORANIA; 99.265 
2020;RN;RIO GRANDE DO NORTE;2403806;FLORANIA; 109.556 
2021;RN;RIO GRANDE DO NORTE;2403806;FLORANIA; 120.493 
2010;RN;RIO GRANDE DO NORTE;2403905;FRANCISCO DANTAS; 14.407 
2011;RN;RIO GRANDE DO NORTE;2403905;FRANCISCO DANTAS; 17.547 
2012;RN;RIO GRANDE DO NORTE;2403905;FRANCISCO DANTAS; 18.439 
2013;RN;RIO GRANDE DO NORTE;2403905;FRANCISCO DANTAS; 25.161 
2014;RN;RIO GRANDE DO NORTE;2403905;FRANCISCO DANTAS; 25.909 
2015;RN;RIO GRANDE DO NORTE;2403905;FRANCISCO DANTAS; 23.178 
2016;RN;RIO GRANDE DO NORTE;2403905;FRANCISCO DANTAS; 23.302 
2017;RN;RIO GRANDE DO NORTE;2403905;FRANCISCO DANTAS; 24.793 
2018;RN;RIO GRANDE DO NORTE;2403905;FRANCISCO DANTAS; 25.336 
2019;RN;RIO GRANDE DO NORTE;2403905;FRANCISCO DANTAS; 28.957 
2020;RN;RIO GRANDE DO NORTE;2403905;FRANCISCO DANTAS; 30.370 
2021;RN;RIO GRANDE DO NORTE;2403905;FRANCISCO DANTAS; 32.759 
2010;RN;RIO GRANDE DO NORTE;2404002;FRUTUOSO GOMES; 20.972 
2011;RN;RIO GRANDE DO NORTE;2404002;FRUTUOSO GOMES; 24.952 
2012;RN;RIO GRANDE DO NORTE;2404002;FRUTUOSO GOMES; 26.419 
2013;RN;RIO GRANDE DO NORTE;2404002;FRUTUOSO GOMES; 28.935 
2014;RN;RIO GRANDE DO NORTE;2404002;FRUTUOSO GOMES; 29.949 
2015;RN;RIO GRANDE DO NORTE;2404002;FRUTUOSO GOMES; 34.608 
2016;RN;RIO GRANDE DO NORTE;2404002;FRUTUOSO GOMES; 30.293 
2017;RN;RIO GRANDE DO NORTE;2404002;FRUTUOSO GOMES; 35.349 
2018;RN;RIO GRANDE DO NORTE;2404002;FRUTUOSO GOMES; 37.676 
2019;RN;RIO GRANDE DO NORTE;2404002;FRUTUOSO GOMES; 40.626 
2020;RN;RIO GRANDE DO NORTE;2404002;FRUTUOSO GOMES; 41.794 
2021;RN;RIO GRANDE DO NORTE;2404002;FRUTUOSO GOMES; 44.912 
2010;RN;RIO GRANDE DO NORTE;2404101;GALINHOS; 66.859 
2011;RN;RIO GRANDE DO NORTE;2404101;GALINHOS; 53.774 
2012;RN;RIO GRANDE DO NORTE;2404101;GALINHOS; 53.580 
2013;RN;RIO GRANDE DO NORTE;2404101;GALINHOS; 55.630 
2014;RN;RIO GRANDE DO NORTE;2404101;GALINHOS; 51.501 
2015;RN;RIO GRANDE DO NORTE;2404101;GALINHOS; 65.383 
2016;RN;RIO GRANDE DO NORTE;2404101;GALINHOS; 66.016 
2017;RN;RIO GRANDE DO NORTE;2404101;GALINHOS; 68.345 
2018;RN;RIO GRANDE DO NORTE;2404101;GALINHOS; 75.144 
2019;RN;RIO GRANDE DO NORTE;2404101;GALINHOS; 105.461 
2020;RN;RIO GRANDE DO NORTE;2404101;GALINHOS; 89.543 
2021;RN;RIO GRANDE DO NORTE;2404101;GALINHOS; 162.617 
2010;RN;RIO GRANDE DO NORTE;2404200;GOIANINHA; 151.614 
2011;RN;RIO GRANDE DO NORTE;2404200;GOIANINHA; 182.752 
2012;RN;RIO GRANDE DO NORTE;2404200;GOIANINHA; 203.078 
2013;RN;RIO GRANDE DO NORTE;2404200;GOIANINHA; 233.762 
2014;RN;RIO GRANDE DO NORTE;2404200;GOIANINHA; 262.185 
2015;RN;RIO GRANDE DO NORTE;2404200;GOIANINHA; 295.877 
2016;RN;RIO GRANDE DO NORTE;2404200;GOIANINHA; 311.906 
2017;RN;RIO GRANDE DO NORTE;2404200;GOIANINHA; 358.844 
2018;RN;RIO GRANDE DO NORTE;2404200;GOIANINHA; 438.891 
2019;RN;RIO GRANDE DO NORTE;2404200;GOIANINHA; 467.568 
2020;RN;RIO GRANDE DO NORTE;2404200;GOIANINHA; 516.576 
2021;RN;RIO GRANDE DO NORTE;2404200;GOIANINHA; 546.576 
2010;RN;RIO GRANDE DO NORTE;2404309;GOVERNADOR DIX-SEPT ROSADO; 181.160 
2011;RN;RIO GRANDE DO NORTE;2404309;GOVERNADOR DIX-SEPT ROSADO; 266.127 
2012;RN;RIO GRANDE DO NORTE;2404309;GOVERNADOR DIX-SEPT ROSADO; 285.856 
2013;RN;RIO GRANDE DO NORTE;2404309;GOVERNADOR DIX-SEPT ROSADO; 266.776 
2014;RN;RIO GRANDE DO NORTE;2404309;GOVERNADOR DIX-SEPT ROSADO; 271.389 
2015;RN;RIO GRANDE DO NORTE;2404309;GOVERNADOR DIX-SEPT ROSADO; 202.166 
2016;RN;RIO GRANDE DO NORTE;2404309;GOVERNADOR DIX-SEPT ROSADO; 147.879 
2017;RN;RIO GRANDE DO NORTE;2404309;GOVERNADOR DIX-SEPT ROSADO; 205.510 
2018;RN;RIO GRANDE DO NORTE;2404309;GOVERNADOR DIX-SEPT ROSADO; 217.477 
2019;RN;RIO GRANDE DO NORTE;2404309;GOVERNADOR DIX-SEPT ROSADO; 250.899 
2020;RN;RIO GRANDE DO NORTE;2404309;GOVERNADOR DIX-SEPT ROSADO; 238.192 
2021;RN;RIO GRANDE DO NORTE;2404309;GOVERNADOR DIX-SEPT ROSADO; 386.262 
2010;RN;RIO GRANDE DO NORTE;2404408;GROSSOS; 163.104 
2011;RN;RIO GRANDE DO NORTE;2404408;GROSSOS; 231.911 
2012;RN;RIO GRANDE DO NORTE;2404408;GROSSOS; 155.485 
2013;RN;RIO GRANDE DO NORTE;2404408;GROSSOS; 155.172 
2014;RN;RIO GRANDE DO NORTE;2404408;GROSSOS; 138.403 
2015;RN;RIO GRANDE DO NORTE;2404408;GROSSOS; 130.515 
2016;RN;RIO GRANDE DO NORTE;2404408;GROSSOS; 111.178 
2017;RN;RIO GRANDE DO NORTE;2404408;GROSSOS; 131.996 
2018;RN;RIO GRANDE DO NORTE;2404408;GROSSOS; 158.661 
2019;RN;RIO GRANDE DO NORTE;2404408;GROSSOS; 171.513 
2020;RN;RIO GRANDE DO NORTE;2404408;GROSSOS; 145.273 
2021;RN;RIO GRANDE DO NORTE;2404408;GROSSOS; 158.310 
2010;RN;RIO GRANDE DO NORTE;2404507;GUAMARE; 701.908 
2011;RN;RIO GRANDE DO NORTE;2404507;GUAMARE; 266.331 
2012;RN;RIO GRANDE DO NORTE;2404507;GUAMARE;-19.046 
2013;RN;RIO GRANDE DO NORTE;2404507;GUAMARE; 4.199 
2014;RN;RIO GRANDE DO NORTE;2404507;GUAMARE; 260.612 
2015;RN;RIO GRANDE DO NORTE;2404507;GUAMARE; 1.241.923 
2016;RN;RIO GRANDE DO NORTE;2404507;GUAMARE; 1.875.112 
2017;RN;RIO GRANDE DO NORTE;2404507;GUAMARE; 1.624.965 
2018;RN;RIO GRANDE DO NORTE;2404507;GUAMARE; 1.388.429 
2019;RN;RIO GRANDE DO NORTE;2404507;GUAMARE; 1.686.496 
2020;RN;RIO GRANDE DO NORTE;2404507;GUAMARE; 1.727.729 
2021;RN;RIO GRANDE DO NORTE;2404507;GUAMARE; 2.042.144 
2010;RN;RIO GRANDE DO NORTE;2404606;IELMO MARINHO; 63.786 
2011;RN;RIO GRANDE DO NORTE;2404606;IELMO MARINHO; 65.183 
2012;RN;RIO GRANDE DO NORTE;2404606;IELMO MARINHO; 74.414 
2013;RN;RIO GRANDE DO NORTE;2404606;IELMO MARINHO; 83.075 
2014;RN;RIO GRANDE DO NORTE;2404606;IELMO MARINHO; 92.411 
2015;RN;RIO GRANDE DO NORTE;2404606;IELMO MARINHO; 93.899 
2016;RN;RIO GRANDE DO NORTE;2404606;IELMO MARINHO; 96.307 
2017;RN;RIO GRANDE DO NORTE;2404606;IELMO MARINHO; 103.448 
2018;RN;RIO GRANDE DO NORTE;2404606;IELMO MARINHO; 108.939 
2019;RN;RIO GRANDE DO NORTE;2404606;IELMO MARINHO; 119.445 
2020;RN;RIO GRANDE DO NORTE;2404606;IELMO MARINHO; 127.475 
2021;RN;RIO GRANDE DO NORTE;2404606;IELMO MARINHO; 140.721 
2010;RN;RIO GRANDE DO NORTE;2404705;IPANGUACU; 78.800 
2011;RN;RIO GRANDE DO NORTE;2404705;IPANGUACU; 91.703 
2012;RN;RIO GRANDE DO NORTE;2404705;IPANGUACU; 97.838 
2013;RN;RIO GRANDE DO NORTE;2404705;IPANGUACU; 112.535 
2014;RN;RIO GRANDE DO NORTE;2404705;IPANGUACU; 120.512 
2015;RN;RIO GRANDE DO NORTE;2404705;IPANGUACU; 121.487 
2016;RN;RIO GRANDE DO NORTE;2404705;IPANGUACU; 136.220 
2017;RN;RIO GRANDE DO NORTE;2404705;IPANGUACU; 133.261 
2018;RN;RIO GRANDE DO NORTE;2404705;IPANGUACU; 141.537 
2019;RN;RIO GRANDE DO NORTE;2404705;IPANGUACU; 156.493 
2020;RN;RIO GRANDE DO NORTE;2404705;IPANGUACU; 167.528 
2021;RN;RIO GRANDE DO NORTE;2404705;IPANGUACU; 196.501 
2010;RN;RIO GRANDE DO NORTE;2404804;IPUEIRA; 13.377 
2011;RN;RIO GRANDE DO NORTE;2404804;IPUEIRA; 14.828 
2012;RN;RIO GRANDE DO NORTE;2404804;IPUEIRA; 15.904 
2013;RN;RIO GRANDE DO NORTE;2404804;IPUEIRA; 17.996 
2014;RN;RIO GRANDE DO NORTE;2404804;IPUEIRA; 20.157 
2015;RN;RIO GRANDE DO NORTE;2404804;IPUEIRA; 21.812 
2016;RN;RIO GRANDE DO NORTE;2404804;IPUEIRA; 22.999 
